upc,descrip,price,q,sales,volsales,Nal
1820000646,"BUDWEISER ""ICE"" DRAF",0.63118345,77182.33496,47539.66791,27399729.42,1
1820000647,"BUDWEISER ""ICE"" DRAF",0.62789494,10520.50153,6607.730066,3734778.152,1
710,BUDWEISER BEER,0.50495952,215.928194,107.9099979,76654.51172,0
1820000016,BUDWEISER BEER,0.63250071,911570.8895,571693.8297,323607668.5,1
1820000018,BUDWEISER BEER,0.61563581,31669.46856,19358.99934,11242661.43,1
1820000774,BUDWEISER BEER,0.63437462,10113.96992,6409.919503,3590459.382,1
1820000972,BUDWEISER BEER,0.60773921,17517.50788,10600.66913,6218715.4,1
1820011047,BUDWEISER BEER,0.593876,1408199.751,812002.3264,499910916.8,0
1820011168,BUDWEISER BEER,0.47643793,4563642.54,2132987.408,1620093108,1
1820000771,BUDWEISER BEER LONG,0.57558775,17406.212,9874.309737,6179205.371,1
1820000834,BUDWEISER BEER LONG,0.62164909,837099.6528,499436.8469,297170379.1,1
1820000928,BUDWEISER BEER LONG,0.61187005,23.99202156,14.67999935,8517.167969,0
1820000008,BUDWEISER BEER N.R.B,0.67839032,124857.1485,84417.70059,44324287.79,0
1820000126,BUDWEISER BEER N.R.B,0.57753026,4828.394235,2817.990046,1714079.98,0
1820000926,BUDWEISER BEER N.R.B,0.59896785,806467.8376,450085.6791,286296084.9,0
1820000997,BUDWEISER BEER N.R.B,0.64943641,25143.63937,16209.93985,8925992.059,0
1820023920,BUDWEISER DRAFT BALL,0.44757521,11609.58553,5146.889967,4121402.832,0
711,BUDWEISER DRY BEER,0.49974945,167.9441528,81.93000031,59620.17578,1
1820000202,BUDWEISER DRY BEER,0.61795163,34452.54327,21233.19932,12230653.2,0
1820000781,BUDWEISER DRY BEER,0.57800156,81524.89019,46300.57893,28941336.77,0
1820029031,BUDWEISER DRY BEER,0.4873319,9380.88051,4531.799967,3330212.68,1
1820029167,BUDWEISER DRY BEER,0.46422112,193231.7444,88503.82859,68597270.88,0
1820000780,BUDWEISER DRY LONGNE,0.60505885,85627.52635,50066.53894,30397772.52,1
1820000644,BUDWEISER ICE DRAFT,0.59032804,163589.603,89740.25989,58074309.91,1
712,BUDWEISER LIGHT BEER,0.45806894,23.99202156,10.98999977,8517.167969,1
1820000106,BUDWEISER LIGHT BEER,0.63219714,280658.6744,176377.1762,99633831.09,0
1820000117,BUDWEISER LIGHT BEER,0.66941786,9103.639531,6130.270101,3231792.01,0
1820000773,BUDWEISER LIGHT BEER,0.64092731,405.8650322,260.1299801,144082.0881,0
1820000885,BUDWEISER LIGHT BEER,0.64092731,149.2836885,95.67999268,52995.71021,1
1820000902,BUDWEISER LIGHT BEER,0.65093452,9140.960506,5933.759871,3245040.998,0
1820053047,BUDWEISER LIGHT BEER,0.59171367,662383.7423,380935.705,235146232.4,0
1820053168,BUDWEISER LIGHT BEER,0.47562671,1878335.42,878861.1427,666809082.1,1
1820053178,BUDWEISER LIGHT BEER,0.47450069,2039.321859,968.1499939,723959.2773,0
1820000637,BUDWEISER LIGHT CUBE,0.47661677,263.9122391,124.8499985,93688.84766,0
1820000769,BUDWEISER LIGHT LONG,0.57026732,8565.151841,4815.949843,3040628.965,0
1820000830,BUDWEISER LIGHT LONG,.,.,.,.,.
1820000833,BUDWEISER LIGHT LONG,0.61907113,429733.1052,256296.7322,152555254.4,1
1820000877,BUDWEISER LIGHT NR,0.59777409,383824.3709,215390.5881,136257653.5,1
1820057920,BUDWEISER LT DRAFT B,0.44776958,8583.390251,3840.43998,3047103.516,1
1820000051,BUSCH BEER,0.4599894,256660.655,114899.2569,91114533.88,1
1820061047,BUSCH BEER,0.4499132,151173.7309,66990.3197,53666675.46,0
1820061166,BUSCH BEER,0.35081553,26007.35202,9007.239852,9232610.117,0
1820061168,BUSCH BEER,0.35071188,1397967.151,478421.9643,496278344.5,0
1820000031,BUSCH LIGHT BEER,0.48182681,5.99800539,2.889999866,2129.291992,1
1820000188,BUSCH LIGHT BEER,0.45802721,90893.7752,40745.53871,32267290.89,0
1820000801,BUSCH LIGHT BEER,0.44833463,58396.58132,25830.1597,20730786.87,0
1820086167,BUSCH LIGHT BEER,0.35039827,801237.5706,274451.5255,284439342.2,1
7336088301,CARLINGS BLK LABEL L,0.37470788,47.98404312,17.97999954,17034.33594,0
7336088751,CARLINGS BLK LABEL L,0.42625278,89.97008085,38.04999852,31939.37988,1
7272001431,CARLINGS BLK LABEL R,0.42185366,17472.19013,7334.669902,6202627.587,1
7272001435,CARLINGS BLK LABEL R,0.37261227,1295.56917,475.0299873,459927.0703,1
7336039751,CARLINGS BLK LABEL R,0.4318102,773.7427068,334.1099927,274678.667,0
1820000846,CARLSBERG BEER,1.0820264,3988.673606,4315.849922,1415979.175,1
7454900020,CARTA BLANCA BEER N.,1.0375671,41.98603773,43.62999868,14905.04395,1
8982600200,CARTA BLANCA BEER N.,1.0295397,179.9401617,185.3999963,63878.75977,0
8982660001,CARTA BLANCA N.R. BT,0.99374944,4624.462204,4472.469862,1641684.126,0
7199080003,CASTLEMAINE XXXX,0.99866527,509.8304605,509.1499805,180989.8193,1
73588841206,CELIS GRAND CRU ALE,1.1922992,1853.383669,2209.909931,657951.2256,1
73588821206,CELIS PALE BOCK,1.1898466,,1356.599957,404565.4785,0
73588851206,CELIS RASPBERRY,1.1954107,4990.340507,5973.659815,1771570.938,1
73588811206,CELIS WHITE ALE,1.18819,7317.566612,8699.969726,2597736.23,1
7336098671,CHAMPALE EXTRA DRY N,0.92280674,11.99601102,11.07000017,4258.583862,1
7336098678,CHAMPALE GOLDEN N R,0.92280674,35.98803306,33.21000051,12775.75159,1
7336098621,CHAMPALE PINK N.R.BT,0.92280674,19.9933517,.,7097.639771,1
2017224253,CHERRY RAIL BEER,1.1653874,5.99800539,6.989999771,2129.291992,0
9781611110,CHICAGO'S LEGACY LAG,0.93197644,11.99601078,11.17999935,4258.583984,0
4257205715,CLAUSTHALER GERMAN N,0.99608898,88050.7207,86096.16936,31258006.51,1
7231163029,CLAUSTHALER GERMAN N,0.97324127,61533.53817,59022.50846,21844406.56,1
8178051239,COLD SPRING PALE ALE,0.89481723,1085.638982,959.6899693,385401.8506,0
8178052250,COLD SPRINGS RIVER R,0.90404749,1259.581141,1134.399961,447151.3184,1
7125000019,COLT 45 BEER NR BTL.,0.54754722,18303.91291,10069.62996,6497889.127,1
7125000018,COLT 45 QT,0.37137344,48746.45746,18103.13979,17304992.46,0
8952341503,COOPERS STOUT,1.1086675,809.7307315,888.149971,287454.4189,0
7199084004,COORS ARTIC ICE CANS,0.6400044,107.964097,69.20999908,38327.25586,1
7199084009,COORS ARTIC ICE CANS,0.53265512,575.8085194,305.7599964,204412.0313,1
7199084001,COORS ARTIC ICE NR B,0.64847422,1841.387697,1109.419981,653692.6426,0
720,COORS BEER,0.46848905,95.96808624,44.95999813,34068.67188,1
7199000007,COORS BEER,0.63497955,9938.694961,6318.779773,3528236.83,1
7199000027,COORS BEER,0.62307131,65378.25935,40518.84859,23209282.72,1
7199000047,COORS BEER,0.54329008,369297.1991,185797.9263,131100508.2,1
7199010001,COORS BEER,0.6395613,16901.04674,10555.53015,5999871.551,1
7199011600,COORS BEER,0.46891445,675591.3489,306942.6965,239834933.2,1
7199000021,COORS BEER N.R.BTLS,0.6338774,251.9162283,159.1800003,89430.26367,0
7199000041,COORS BEER N.R.BTLS,0.5919475,2771.078529,1555.269938,983732.8984,0
8780000004,COORS CAN,0.46664813,6392.874387,2897.329994,2269470.405,1
7199077005,COORS CUTTER NON-ALC,0.6035468,261279.1182,150245.6649,92754088.65,0
721,COORS EXTRA GOLD BEE,0.54143,23.99202156,12.98999977,8517.167969,0
7199090002,COORS EXTRA GOLD BEE,0.4617666,101174.3561,45915.0492,35916897.35,0
7199090014,COORS EXTRA GOLD BEE,0.63116497,12193.94508,7671.250049,4328850.621,0
7199091200,COORS EXTRA GOLD BEE,0.61385059,13069.65382,8007.259681,4639727.251,0
7199091400,COORS EXTRA GOLD BEE,0.5254631,58252.62915,29147.64923,20679683.85,0
8780000005,COORS LIGHT,0.47143734,8482.179697,3922.389987,3011173.789,1
7199000028,COORS LIGHT BEER,0.62487662,125736.1888,78011.54769,44636348.06,.
7199000048,COORS LIGHT BEER,0.55705023,731336.8157,378390.7748,259624573.3,1
7199030001,COORS LIGHT BEER,0.64622825,7418.86647,4756.470093,2633697.565,1
7199031600,COORS LIGHT BEER,0.47291827,1265003.362,581894.4678,449076199.4,1
7199000025,COORS LIGHT BEER N.R,0.64060974,281.9062562,180.6299987,100076.7236,0
7199036400,COORS LIGHT BEER N.R,0.60483843,12739.76361,7477.389742,4522616.193,.
7199030004,COORS LIGHT BEER PAR,0.44837898,8535.078903,3814.449957,3029953.012,0
7199030005,COORS LIGHT LONGNECK,0.62584764,249607.0001,149148.1266,88610486.46,0
4327900100,COORS PARTY BALL TAP,0.87336624,2627.126365,2286.809847,932629.8926,1
7199038006,COORS RED LIGHT LNNR,0.6652211,155.9481401,103.739994,55361.5918,0
7199038011,COORS RED LIGHT NR B,0.66605473,23.99202156,15.97999954,8517.167969,0
7199010005,COORS REG BEER PARTY,0.43872246,7378.713387,3211.01997,2619443.252,1
7199010006,COORS REGULAR LONGNE,0.61695516,140479.2868,81569.73817,49870147.83,0
7199009001,COORS WINTERFEST BEE,0.83154064,10706.43988,8897.899992,3800786.215,1
8066095603,CORONA BIG BTL.,1.18374,7160.452531,8488.079945,2541960.645,1
8066095605,CORONA EXTRA BEER NR,0.96648461,1108713.338,1028249.261,393593238.1,0
8066095615,CORONA EXTRA BEER NR,0.94778055,466980.7207,421568.9275,165778157.8,1
8066095625,CORONA EXTRA LIGHT N,0.95597613,168639.9224,156235.1379,59867173.76,1
8066095401,CORONITA N.R. BOTTLE,1.5444542,314.8953097,484.6000257,111787.8341,0
8382008131,COUNTRY CHASE ALE,1.2487484,893.7028117,1116.009975,317264.5078,0
73321003102,DEVIL MOUNTAIN BLK H,0.93652344,2585.140345,2391.689932,917724.8486,0
73321001102,DEVIL MOUNTAIN FIVE,.,4156.617807,3806.559936,1475599.352,1
73321002102,DEVIL MTN RAILROAD G,0.93543291,2885.040628,2642.689941,1024189.448,1
8239300039,DIXIE BLACKENED VOOD,1.1653874,353.8823204,412.4099884,125628.2275,1
3828194001,DOM MICRO BREW MIX N,1.1619884,157855.5114,182003.1222,56038706.65,1
75089900001,DORTMUNDER BEER,1.2487484,5.99800539,7.489999771,2129.291992,0
7231195220,DOS EQUIS AMBER,1.1722528,282.2394905,328.8600018,100195.0195,1
7231133140,DOS EQUIS AMBER LNNR,1.0493239,1415.529275,1459.819969,502512.9102,1
7231163011,DOS EQUIS BEER,0.96615708,143532.2714,134352.4773,50953957.44,0
7231163012,DOS EQUIS BEER,0.98951334,16770.42327,16194.6396,5953500.41,0
8590200015,DOS EQUIS BEER,0.93197644,11.99601078,11.17999935,4258.583984,1
8954019937,DOUBLE DIAMOND BEER,1.2487484,1463.513318,1827.559946,519547.2461,1
9651312353,DUSSELDORFER AMBER A,1.1653874,119.9601078,139.7999954,42585.83984,0
9651312357,DUSSELDORFER DARK AL,1.1653874,41.98603773,48.9299984,14905.04395,1
9651312352,DUSSELDORFER PALE AL,1.1653874,65.97805929,76.88999748,23422.21191,0
8370601415,DUVEL BELGIUM SPECIA,1.5821925,47.98404312,75.91999817,17034.33594,1
1820000847,ELEPHANT BEER,1.0820264,5.99800539,6.489999771,2129.291992,0
1820000610,ELEPHANT RED ALE,1.0820264,65.97805929,71.38999748,23422.21191,0
1820000622,ELK MOUNTAIN AMBER A,0.88064361,347.8843141,301.2199907,123498.9355,0
1820000618,ELK MOUNTAIN RED LAG,0.92453551,1277.575154,1178.369956,453539.1943,0
6206705172,end,0.90799826,29354.23893,25702.84959,10420755.02,1
7089701331,FOSTER'S LAGER,1.0792111,70772.30334,76027.35243,25124167.97,0
7089718331,FOSTER'S LAGER,1.120814,495.6685364,548.8700233,175962.3331,1
7231113003,FOSTER'S LAGER,1.1015949,43987.45863,45961.00075,15615547.98,0
7089701123,FOSTERS LAGER 6PK NR,1.0185779,82832.45548,82616.37726,29405522.42,1
7089716123,FOSTERS LAGER 6PK NR,1.0405651,587.8045287,611.8199549,208670.6152,1
7231163006,FOSTERS LAGER 6PK NR,1.0453475,287.9042597,301.1199765,102206.0156,0
8839400017,FRANZISKANER HEFE-WE,1.2316881,13142.42146,16234.49012,4665559.668,1
943922532,FULLERS EXTRA BEST S,1.2810328,1421.527283,1814.129946,504642.2021,1
3692011118,GOOSE ISLAND,0.87362373,23.99202156,20.95999908,8517.167969,0
3692011111,GOOSE ISLAND ALE,0.89386857,53.98204851,47.50999784,19163.62793,0
73692011125,GOOSE ISLAND BLONDE,0.99837333,3352.885059,3343.84989,1190274.226,1
73692011121,GOOSE ISLAND HEXNUT,0.99500453,27572.83131,27344.38918,9788355.305,1
73692011111,GOOSE ISLAND HONKERS,0.92928112,174847.8606,158359.6391,62070991.12,1
3692011115,GOOSE ISLAND KILGUBB,0.98477179,53.98204899,52.90999794,19163.62793,1
73692011115,GOOSE ISLAND KILGUBB,0.95340389,21898.71812,20638.86967,7774045.078,1
73692011118,GOOSE ISLAND SEASONA,0.90986913,36785.76805,32188.34985,13058947.81,1
73692011122,GOOSE ISLAND SEASONA,0.97470218,23068.32938,22523.42973,8189257.014,1
1604110011,GRANTS SCOTTISH ALE,1.3916531,47.98404312,66.91999817,17034.33594,1
8374100005,GROLSCH BEER N.R.BTL,1.0603524,52614.50393,54940.40935,18678149.36,0
8374100007,GROLSCH SWING TOP BE,1.4132688,9538.161762,13010.66974,3386047.39,0
8328000001,GUINESS STOUT,1.3644356,9797.333769,13069.89982,3478053.539,0
8382012455,GUINESS STOUT,1.5269698,17850.3226,26000.13931,6336864.609,0
1969380011,GUINESS STOUT GIFT B,1.2587838,2111.297904,2647.360099,749510.7632,1
8382012360,GUINNESS PUB DRAUGHT,1.2087753,84271.98025,100472.6005,29916552.79,1
8382012393,GUINNESS STOUT N.R.B,1.2674755,264560.0273,323556.0732,93918811.28,0
8248812700,HAACK-BECK NON-ALCHL,1.067212,56291.28127,59345.99831,19983405.37,0
4948318000,HACKER PSCHOOR NR BT,1.363547,5572.147032,7595.709789,1978112.261,0
4948308600,HACKER PSCHORR DARK,1.3321095,179.9401617,239.6999931,63878.75977,1
4948311200,HACKER-PSCHORR WEISS,1.4154705,2225.260027,3149.789925,789967.3291,1
2210000600,HAMMS BEER,0.48194066,14311.24106,6898.319811,5080490.693,0
2210018500,HAMMS BEER,0.45381752,851.7167683,372.0899811,302359.4629,1
2210018510,HAMMS BEER,0.33161864,223749.5969,71853.06865,79431108.45,1
2210000640,HAMMS DRAFT BEER,0.48014355,2099.301903,1008.839967,745252.1973,0
2210018570,HAMMS DRAFT BEER,0.40496793,347.8843203,136.9699945,123498.9375,0
2210018580,HAMMS DRAFT BEER,0.33051899,163409.6614,52836.89897,58010431.07,1
2210000700,HAMMS LIGHT BEER,0.48182681,1001.666905,482.6299815,355591.7627,0
2210021500,HAMMS LIGHT BEER,0.46598822,95.96808624,44.71999741,34068.67188,0
2210021510,HAMMS LIGHT BEER,0.32963181,72791.79449,23362.0295,25841087.66,1
8769280102,HARD CORE APPLE CRAN,1.1653874,11.99601078,13.97999954,4258.583984,0
8769281102,HARD CORE CRISP HARD,1.1653874,35.98803282,41.93999863,12775.75195,0
8382023471,HARP IRISH LAGER BTL,1.3701297,7168.849455,9617.169605,2544941.604,1
8382023473,HARP LAGER NR BTLS,1.1211511,154856.5063,167119.4161,54974060.74,0
7289000011,HEINEKEN BEER N.R.BT,1.0573539,1339876.474,1358994.081,475656151.2,0
7289000012,HEINEKEN DARK BEER N,1.0124905,60088.01862,59036.37815,21331247.19,0
307,HEINEKEN KINGSIZE CA,0.45596623,107.8808022,49.19000006,38297.68311,1
7289000007,HEINEKEN KINGSIZE N.,1.1241575,88109.5028,98669.22061,31278873.49,0
7289000016,HEINEKEN NR BTLS.,1.0266199,966818.5176,921967.4081,343220576.9,1
7199066200,HERMAN JOSEPHS SPECI,0.83194321,5.99800539,4.989999771,2129.291992,0
8500000320,HORNSBYS DARK N DRY,1.0702751,26661.13427,28371.03916,9464702.911,0
8500000168,HORNSBY'S DRAFT CIDE,1.0711002,72030.04796,76597.98792,25570667.57,0
1820000649,ICE DRAFT LIGHT,0.59211248,7425.530834,3614.679975,2636063.48,1
1820000651,ICE DRAFT LIGHT,0.66426837,4276.577895,2840.869838,1518185.19,1
1820084167,ICE DRAFT LIGHT,0.51008362,12235.93111,6225.859968,4343755.668,1
3410000894,ICEHOUSE 22OX NR,0.8675611,27.49086022,23.85000062,9759.255249,0
3410000879,ICEHOUSE CAN,0.6559577,9974.683104,6535.269814,3541012.587,1
7089713123,JOHN COURAGE AMBER B,1.0992905,1583.473431,1730.359943,562133.0859,1
7031037037,JW DUNDEE HONEY BROW,0.83194321,239.9202185,199.5999956,85171.67969,1
8382072553,KALIBER NON-ALCH NR,0.81866068,106746.5039,86179.31895,37895009.66,1
7199047506,KEYSTONE DRY BEER,0.35023871,6549.821924,2271.769945,2325186.855,1
7199048006,KEYSTONE LIGHT BEER,0.35069188,187233.739,64834.04867,66467978.92,0
723,KEYSTONE REGULAR BEE,0.37470788,23.99202156,8.989999771,8517.167969,0
7199047006,KEYSTONE REGULAR BEE,0.35003322,135243.0271,46727.43892,48011275.86,1
7199076502,KILLIAN'S IRISH BRWN,0.81886375,803.7327304,651.849988,285325.127,0
7199070002,KILLIAN'S IRISH RED,0.83000481,562654.9092,445468.19,199742494.4,1
7199070012,KILLIAN'S IRISH RED,0.95780683,1997.335801,1897.389983,709054.2152,1
7199070015,KILLIAN'S IRISH RED,0.93906218,165.9448169,153.3700002,58910.41046,0
7199076400,KILLIAN'S RED NR 12O,0.83109409,37043.6819,29797.96973,13150507.36,0
7199076601,KILLIAN'S WILDE HONE,0.82504833,19277.5896,15500.6396,6843544.476,1
7336043668,KINGSBURY N/A LONGNE,0.64239204,24483.85836,15505.33976,8691769.92,1
7336043333,KINGSBURY NON/ALCOHO,0.43215951,3670.779331,1553.709919,1303126.699,0
7336043611,KINGSBURY NON/ALCOHO,0.60840112,16818.40738,9811.359952,5970534.752,0
7336043751,KINGSBURY NON/ALCOHO,0.55981266,14875.05354,8189.879836,5280644.14,0
4006311696,KIRIN BEER NR BTL,0.89605653,7491.508775,6687.809871,2659485.698,1
4006315706,KIRIN DRY BEER NR BT,0.85478735,1949.351765,1660.449967,692019.8975,1
4006311676,KIRIN LIGHT BEER NR,0.83194321,17.99401617,14.96999931,6387.875977,0
75889620100,KOZEL PREMIUM CZECH,1.3896127,4592.456212,6356.799716,1630321.979,1
6206705155,LABATT BLUE,0.885351,21882.72328,17798.80999,7768366.769,1
6206701171,LABATTS '50' ALE NR,0.8144291,5716.099195,4474.819865,2029215.27,0
6206704971,LABATTS BLUE LIGHT N,0.8309527,12985.68184,10487.03969,4609917.174,1
6206704972,LABATTS BLUE LIGHT N,0.99866527,17.99401665,17.96999931,6387.875977,0
6206738072,LABATTS BLUE NR BTLS,0.85949177,12871.71969,10779.59967,4569460.618,0
6206705171,LABATTS BLUE REG NR,0.84910035,90186.01066,73432.67838,32016034.44,1
9781611111,LEGACY LAGER BEER,0.9164272,14539.16533,13107.88975,5161403.793,1
9781622222,LEGACY RED ALE,1.0820264,137.9541259,149.2699986,48973.71582,0
3410054574,LEINENKUGEL 125TH AN,1.1561414,4054.651701,4459.530022,1439401.385,1
3410053505,LEINENKUGEL BOCK BEE,0.79558522,26391.22436,19048.60979,9368884.799,1
3410079505,LEINENKUGEL ICE,0.87957996,7701.439005,6637.919962,2734010.917,0
3410000769,LEINENKUGEL LIMITED,1.0749701,232.7559439,249.1799994,82628.36005,1
3410052505,LEINENKUGEL LIMITED,0.78641278,84565.87954,63271.91936,30020887.84,0
3410050528,LEINENKUGEL NR BTLS,0.65446579,63135.00592,39636.33953,22412927.51,0
3410050306,LEINENKUGEL PREM REG,0.52463335,3574.811264,1850.509998,1269058.027,1
3410050505,LEINENKUGEL PREM REG,0.65611827,281324.4535,178071.0173,99870182.51,1
3410050525,LEINENKUGEL PREM REG,0.62418306,16536.50125,9990.900064,5870458.037,0
3410000544,LEINENKUGEL RED,1.0794334,758.7477212,810.0199952,269355.4412,1
3410059505,LEINENKUGEL RED LAGE,0.874713,101810.1456,86456.86987,36142602.36,1
3410059574,LEINENKUGEL RED NR B,0.7973187,23860.06579,18415.94876,8470323.551,1
3410078505,LEINENKUGEL WINTER L,0.86397022,12979.68394,11035.45997,4607787.887,0
3410048505,LEINENKUGELS HONEY W,0.91109473,23704.11779,21570.97957,8414961.964,0
3410051505,LEINNKGL LNGNCK PRM,0.63748002,53310.27264,33117.71942,18925147.24,0
60260010000,LEZAJSK LAGER BEER,1.0693729,10127.03293,10822.81028,3595096.658,0
8813041888,LITTLE KINGS CREAM A,0.41713867,63.31227684,26.40999937,22475.85889,1
8813040389,LITTLE KINGS CRM ALE,0.77368659,37409.55935,28303.78905,13280393.8,0
8769290102,LONGSHOT AMERICAN PA,1.044073,4456.518036,4649.029892,1582063.95,1
8769291100,LONGSHOT BLACK LAGER,1.0820264,41.98603821,45.43000031,14905.04395,1
8769291102,LONGSHOT BLACK LAGER,1.0434725,2987.006704,3109.479918,1060387.412,1
8769292100,LONGSHOT HAZELNUT BR,1.0627892,89.97008085,95.84999657,31939.37988,0
8769292102,LONGSHOT HAZELNUT BR,1.0443054,6075.979511,6328.36985,2156972.788,1
3410021579,LOWENBRAU BEER,0.85427219,21804.75056,18501.08996,7740686.458,1
3410021505,LOWENBRAU BEER NR BT,0.67256641,732110.5626,463171.7124,259899251.8,1
3410021525,LOWENBRAU BEER NR BT,0.63187671,11.99601078,7.579999924,4258.583984,0
3410022505,LOWENBRAU DARK BEER,0.64113802,110435.2771,68022.19813,39204524.22,0
3410022525,LOWENBRAU DARK BEER,0.58186007,11.99601078,6.979999542,4258.583984,0
3410023505,LOWENBRAU LIGHT NR B,0.63393158,85411.59828,52016.22871,30321118.01,0
3410021526,LOWENBRAU SPECIAL NR,0.69939917,539.8205051,377.5500088,191636.2773,0
3410021528,LOWENBRAU SPECIAL NR,0.67616791,218687.2815,142452.7408,77633986.21,1
7231163018,MACKESON STOUT NR BT,1.2479148,55.98138475,69.8599968,19873.39136,0
3410000091,MAGNUM MALT LIQUOR,0.36612171,15258.25903,5297.069875,5416681.997,0
8834510002,MCEWANS SCOTCH ALE N,1.2413931,1877.3757,2324.369936,666468.3936,0
8834510050,MCEWANS SCOTCH ALE N,1.3321095,5.99800539,7.989999771,2129.291992,1
3410000104,MEISTER BRAU BEER,0.38303834,234869.902,84104.3781,83378816.06,0
3410029306,MEISTER BRAU BEER,0.3236762,301195.8443,93605.95867,106924526.6,1
3410029602,MEISTER BRAU BEER,0.35422295,106656.5344,37147.42879,37863070.35,0
7031033006,MICHAEL SHEA'S IRS A,0.80545717,34428.55138,27273.7092,12222136.06,1
7031000030,MICHEAL SHEAS VARIET,0.83277678,71.97606564,59.93999577,25551.50391,1
1820041218,MICHELOB,0.53312141,7953.355444,4196.519985,2823441.206,1
1820000869,MICHELOB CLASSIC DAR,0.65006536,69318.94929,43204.31916,24608227.58,1
1820000182,MICHELOB DRY CANS,0.68189329,1055.648957,717.1399708,374755.3906,0
1820000770,MICHELOB DRY LONGNEC,0.61448854,13663.45644,8094.10997,4850527.166,1
1820000800,MICHELOB DRY LONGNEC,0.67569119,58330.60323,38404.72939,20707364.64,0
1820000814,MICHELOB DRY LONGNEC,0.61613512,56153.32778,33415.96961,19934431.67,1
1820000670,MICHELOB GOLDEN DRAF,0.64767319,73691.49577,45029.06821,26160481.46,1
1820000695,MICHELOB GOLDEN DRAF,0.59442002,357241.2098,195674.197,126820631.3,1
1820000696,MICHELOB GOLDEN DRAF,0.66714483,1319.561204,879.5999508,468444.2383,1
1820000699,MICHELOB GOLDEN DRAF,0.59719342,577691.9079,312898.6164,205080629.3,0
1820000700,MICHELOB GOLDEN DRAF,0.64712238,8943.026222,5618.659758,3174774.364,0
1820000701,MICHELOB GOLDEN DRAF,0.49377525,863.7128153,429.3800182,306618.043,0
1820092867,MICHELOB GOLDEN DRAF,0.47626939,1219490.496,567465.441,432919131.8,1
1820092876,MICHELOB GOLDEN DRAF,0.49780485,19433.53782,9581.720045,6898906.07,1
1820096867,MICHELOB GOLDEN DRAF,0.47567448,831707.4391,388944.0001,295256145.4,0
1820000759,MICHELOB GOLDEN DRFT,0.64959812,115815.489,70220.86741,41114499.13,0
1820043218,MICHELOB LIGHT,0.52679348,2105.299984,1092.830006,747381.5,1
1820000884,MICHELOB LIGHT BEER,0.64515579,119552.2458,70965.84003,42441048.09,1
1820000956,MICHELOB LIGHT BEER,0.66535807,246805.9311,155565.3972,87616107.02,1
1820043273,MICHELOB LIGHT BEER,0.49933264,59.9800539,29.94999886,21292.91992,0
1820000019,MICHELOB REGULAR BEE,0.69069856,2621.128382,1797.629935,930500.6006,0
1820000891,MICHELOB REGULAR BEE,0.65884095,395640.4418,238759.7704,140452358.7,0
1820000987,MICHELOB REGULAR BEE,0.67182136,736549.0864,466412.874,261474928,1
1820000988,MICHELOB REGULAR BEE,0.96375942,4513.499419,4353.300088,1602292.286,1
1820041047,MICHELOB REGULAR BEE,0.66020864,3214.930919,2123.319979,1141300.508,0
3410017505,MILLER GEN DRFT LNNR,0.61394,2455118.654,1410313.077,871567122.6,1
3410015505,MILLER GEN DRFT LT L,0.61336702,1119113.882,644767.3375,397285430.3,1
3410015579,MILLER GEN DRFT LT L,0.83214915,50117.33752,40815.96019,17791654.82,0
3410000554,MILLER GENUINE DRAFT,0.63338858,779116.9315,490218.2638,276586513.4,1
3410000559,MILLER GENUINE DRAFT,0.59719855,17590.81658,10505.2102,6244739.959,1
3410000569,MILLER GENUINE DRAFT,0.8675611,471.0100536,408.6299949,167208.5693,1
3410000581,MILLER GENUINE DRAFT,0.71358973,67156.3355,47931.21112,23840499.16,1
3410000904,MILLER GENUINE DRAFT,0.63240904,298634.6967,187796.4364,106015319.2,1
3410015304,MILLER GENUINE DRAFT,0.63521111,29.99002695,19.04999924,10646.45996,1
3410015602,MILLER GENUINE DRAFT,0.58441502,1142008.263,634889.7634,405412937.7,1
3410017306,MILLER GENUINE DRAFT,0.47426748,9145591.02,4222496.284,3246684815,1
3410017525,MILLER GENUINE DRAFT,0.62053001,1010040.15,579191.9893,358564255,0
3410017528,MILLER GENUINE DRAFT,0.57404423,3380032.11,1822240.987,1199911401,0
3410017579,MILLER GENUINE DRAFT,0.83228981,91844.46427,75390.91005,32604784.88,0
3410017602,MILLER GENUINE DRAFT,0.58658457,2101389.261,1167134.565,745993192.6,0
3410015306,MILLER GENUINE DRFT,0.47362673,4618416.326,2134947.137,1639537803,0
3410015525,MILLER GENUINE DRFT,0.61923689,477459.2375,274294.1193,169498030.8,0
3410015528,MILLER GENUINE DRFT,0.57178885,1555102.908,837181.2642,552061535.8,0
3410000004,MILLER HIGH LIFE BEE,0.62108868,208544.6535,128875.7381,74033353.39,1
3410000007,MILLER HIGH LIFE BEE,0.53243238,48167.98211,22861.29954,17099633.74,0
3410001306,MILLER HIGH LIFE BEE,0.46788734,959153.0634,436821.8503,340499341.9,0
3410001602,MILLER HIGH LIFE BEE,0.57428598,414066.3127,226711.4156,146993543.6,0
3410001505,MILLER HIGH LIFE LNN,0.60861945,569906.4973,324082.2534,202316808.4,0
3410000008,MILLER HIGH LIFE N.R,0.66314441,13870.05454,8772.640028,4923869.364,1
3410000031,MILLER HIGH LIFE N.R,0.68124354,90628.53095,56662.95055,32173128.38,1
3410001225,MILLER HIGH LIFE N.R,0.53295493,263.912241,134.8599989,93688.84863,0
